Timestamp,Light Color,State,Response Time (s),Time Since Last Change (s),FPS,Runtime (s),Detection %,Confidences,Other Object Counter,Other Object Confidence % Average
2025-05-19T09:01:22.282112,RED,ON,9.739,9.739,11.31,13.08,62.16,motorcycle: 1,motorcycle:0.43,1,42.95
2025-05-19T09:01:22.350072,RED,ON,9.807,9.807,11.33,13.15,61.74,,,0,0.00
2025-05-19T09:01:22.414143,RED,ON,9.871,9.871,11.35,13.22,62.00,motorcycle: 1,motorcycle:0.48,1,48.32
2025-05-19T09:01:22.482182,RED,ON,9.939,9.939,11.37,13.28,62.25,motorcycle: 1,motorcycle:0.34,1,34.13
2025-05-19T09:01:22.546663,RED,ON,10.004,10.004,11.39,13.35,61.84,,,0,0.00
2025-05-19T09:01:22.614915,RED,ON,10.072,10.072,11.40,13.42,62.09,bowl: 1,bowl:0.30,1,30.01
2025-05-19T09:01:22.683193,RED,ON,10.140,10.140,11.42,13.49,62.34,motorcycle: 1,motorcycle:0.42,1,42.18
2025-05-19T09:01:22.746300,RED,ON,10.203,10.203,11.44,13.55,61.94,,,0,0.00
2025-05-19T09:01:22.814349,RED,ON,10.271,10.271,11.46,13.62,62.18,motorcycle: 1,motorcycle:0.35,1,35.28
2025-05-19T09:01:22.878287,RED,ON,10.335,10.335,11.48,13.68,62.42,motorcycle: 1,motorcycle:0.33,1,32.98
2025-05-19T09:01:22.947751,RED,ON,10.405,10.405,11.49,13.75,62.66,motorcycle: 1,motorcycle:0.40,1,40.26
2025-05-19T09:01:23.014180,RED,ON,10.471,10.471,11.51,13.82,62.89,motorcycle: 1,motorcycle:0.43,1,42.57
2025-05-19T09:01:23.078362,RED,ON,10.535,10.535,11.53,13.88,62.50,,,0,0.00
2025-05-19T09:01:23.146427,RED,ON,10.604,10.604,11.54,13.95,62.11,,,0,0.00
2025-05-19T09:01:23.210303,RED,ON,10.667,10.667,11.56,14.01,62.35,motorcycle: 1,motorcycle:0.36,1,36.05
2025-05-19T09:01:23.278204,RED,ON,10.735,10.735,11.58,14.08,62.58,motorcycle: 1,motorcycle:0.35,1,34.51
2025-05-19T09:01:23.346185,RED,ON,10.803,10.803,11.59,14.15,62.20,,,0,0.00
2025-05-19T09:01:23.410213,RED,ON,10.867,10.867,11.61,14.21,62.42,motorcycle: 1,motorcycle:0.52,1,51.77
2025-05-19T09:01:23.478558,RED,ON,10.936,10.936,11.62,14.28,62.65,motorcycle: 1,motorcycle:0.39,1,39.11
2025-05-19T09:01:23.542156,RED,ON,10.999,10.999,11.64,14.34,62.28,,,0,0.00
2025-05-19T09:01:23.610117,RED,ON,11.067,11.067,11.66,14.41,62.50,motorcycle: 1,motorcycle:0.33,1,33.36
2025-05-19T09:01:23.678757,RED,ON,11.136,11.136,11.67,14.48,62.72,motorcycle: 1,motorcycle:0.45,1,44.87
2025-05-19T09:01:23.742388,RED,ON,11.199,11.199,11.69,14.54,62.94,motorcycle: 1,motorcycle:0.41,1,41.41
2025-05-19T09:01:23.810255,RED,ON,11.267,11.267,11.70,14.61,63.16,motorcycle: 1,motorcycle:0.31,1,31.06
2025-05-19T09:01:23.874515,RED,ON,11.332,11.332,11.72,14.68,63.37,motorcycle: 1,motorcycle:0.38,1,37.58
2025-05-19T09:01:23.942393,RED,ON,11.399,11.399,11.73,14.74,63.01,,,0,0.00
2025-05-19T09:01:24.010657,RED,ON,11.468,11.468,11.75,14.81,63.22,motorcycle: 1,motorcycle:0.35,1,34.90
2025-05-19T09:01:24.074519,RED,ON,11.532,11.532,11.76,14.88,63.43,motorcycle: 1,motorcycle:0.37,1,37.20
2025-05-19T09:01:24.142423,RED,ON,11.600,11.600,11.78,14.94,63.64,motorcycle: 1,motorcycle:0.46,1,46.40
2025-05-19T09:01:24.206424,RED,ON,11.664,11.664,11.79,15.01,63.84,motorcycle: 1,motorcycle:0.31,1,31.06
